107.323158,30.258421
107.319375,30.256019
107.304612,30.235999
107.284356,30.201438
107.272511,30.184375
107.253629,30.16716
107.242986,30.141333
107.229768,30.124111
107.224274,30.106144
107.21964,30.092184
107.210885,30.082826
107.188569,30.052074
107.188397,30.046873
107.190972,30.037809
107.187539,30.013286
107.178098,29.995744
107.177411,29.994257
107.175866,29.979092
107.173634,29.975523
107.159386,29.958867
107.15458,29.949348
107.134839,29.929267
107.118703,29.904717
107.115098,29.895788
107.100507,29.881649
107.090722,29.859916
107.085229,29.855152
107.081153,29.851295
