105.908931,29.653362
105.936814,29.65083
105.954667,29.650382
105.958958,29.649786
105.967713,29.647846
105.996896,29.639044
106.002904,29.636358
106.009255,29.634866
106.018868,29.635164
106.041871,29.631733
106.058007,29.631434
106.0738,29.631285
106.0841,29.630688
106.101437,29.631882
106.125813,29.629942
106.136113,29.630688
106.152592,29.635463
106.166325,29.637253
106.178685,29.640237
106.200143,29.640237
106.216794,29.637552
106.227094,29.638148
106.242371,29.637999
106.269322,29.638298
106.305221,29.637993
