105.908931,29.653362
105.9054,29.646653
105.893727,29.630837
105.889607,29.625316
105.887719,29.621287
105.886346,29.612184
105.882569,29.606513
105.876561,29.602781
105.864888,29.593527
105.85888,29.585466
105.855275,29.581286
105.8527,29.577703
105.849782,29.562624
105.849439,29.563049
105.840855,29.548864
105.841714,29.540351
105.851155,29.527507
105.860082,29.515258
105.860425,29.512718
105.859052,29.498376
105.85888,29.485227
105.857678,29.477457
105.856992,29.467444
105.863343,29.455487
105.866948,29.438146
105.868493,29.433661
105.867806,29.422149
105.870553,29.409738
105.869008,29.403457
105.867978,29.399419
105.86815,29.386856
105.862739,29.381072
