106.571608,29.290794
106.56561,29.288861
106.559945,29.28392
106.555997,29.281674
106.549645,29.281973
106.536427,29.287962
106.536771,29.287813
106.528531,29.287813
106.515485,29.288262
106.510506,29.285866
106.482526,29.27254
106.482526,29.27254
106.479607,29.268647
106.470853,29.261758
106.466733,29.259662
106.461411,29.259212
106.449395,29.258913
106.442185,29.256816
106.433087,29.255019
106.404248,29.253821
106.397897,29.252473
106.384679,29.245583
106.365968,29.243486
106.357385,29.245284
106.335523,29.244741
