108.489564,30.761429
108.49062,30.75031
108.479977,30.742639
108.467961,30.727146
108.460236,30.703386
108.449593,30.697334
108.44616,30.689806
108.428651,30.663526
108.430024,30.640045
108.435517,30.631035
108.435517,30.627786
108.430711,30.621286
108.429509,30.614491
108.426247,30.609615
108.418523,30.604444
108.415776,30.597943
108.402387,30.585678
108.394318,30.577107
108.382474,30.566465
108.372517,30.562622
108.369084,30.556562
108.363419,30.552422
108.360673,30.546805
108.355866,30.543848
108.35518,30.539265
108.348828,30.53409
108.347627,30.528915
108.34385,30.518712
108.34385,30.518712
108.341275,30.511909
108.33355,30.502148
108.331834,30.496527
108.326684,30.489723
108.320847,30.479368
108.319131,30.474929
108.316899,30.471674
108.306599,30.454215
108.306599,30.450071
108.297158,30.435568
108.283597,30.433051
108.278447,30.426243
108.267976,30.417065
108.264542,30.415585
108.255101,30.403149
108.253041,30.400632
108.23639,30.394265
108.231583,30.384936
108.224202,30.381826
108.218194,30.372941
108.217851,30.372496
108.216306,30.364499
108.210469,30.350131
108.206349,30.344946
108.204118,30.341242
108.199654,30.336946
108.195706,30.33013
108.190556,30.323018
108.191071,30.313534
108.178883,30.295898
108.172704,30.292637
108.168584,30.282261
108.159829,30.267436
108.153306,30.259578
108.152104,30.253498
108.144894,30.243415
108.142491,30.238669
108.12893,30.222206
108.120004,30.216866
108.115369,30.210635
108.106271,30.20396
108.096486,30.196245
108.088075,30.195058
108.077433,30.19071
